사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
2022-02,수인선,1886,송도,0,0,1441,339,3340,813,6431,1614,6759,2536,3069,1834,2799,2177,3298,2131,3649,2734,3433,2478,3063,2543,3144,3432,2982,3781,3062,4640,2834,6654,1475,3949,1075,2506,1141,3283,612,2228,200,1002,3,169,0,0,0,0,0,0
2022-02,수인선,1888,인하대,19,0,2395,400,7443,1782,16730,2865,12931,6997,6571,4573,5698,4043,5621,4239,6620,5574,6478,5176,6114,5405,6397,6455,7982,7698,7547,11480,6947,16495,3803,9323,3657,7014,4098,7664,2478,4670,843,2299,14,445,0,0,0,0,0,0
2022-02,수인선,1889,숭의,5,0,2511,618,4439,2828,10043,5773,8283,8210,4412,3807,4159,3147,4696,2759,4591,3515,4363,4013,4205,3785,5151,3669,5513,4729,6953,6061,6910,8101,2790,4948,1807,3846,1705,4751,1164,2689,517,1141,4,230,0,0,0,0,0,0
2022-02,수인선,1890,신포,0,0,1062,188,1156,598,2350,2220,2257,5463,1429,2446,1264,2080,1535,1866,1797,2254,2113,2452,2233,2151,2538,2473,2674,2502,3635,2408,4896,3344,2008,1592,1744,1022,1747,1326,898,907,188,321,2,63,0,0,0,0,0,0
2022-02,수인선,1891,인천,73,0,473,215,785,882,1771,2068,1452,3105,943,1447,1090,1520,1171,2656,1525,3215,1594,3030,1709,2909,1940,3686,2359,2757,2685,2565,2222,2981,1396,1897,1191,1541,1001,1749,445,1222,73,478,4,124,0,0,0,0,0,0
2022-02,경강선,1501,판교,21,0,628,7,1416,4408,3389,9437,2494,20630,1782,14859,1744,6460,2392,5935,2802,4637,3305,4225,4131,4108,6148,3594,6512,3713,11351,4817,16621,4283,12457,2903,11327,1345,7793,1341,2860,751,578,350,1,136,0,0,0,0,0,0
2022-02,경강선,1502,이매,1,0,485,14,1111,543,3083,1174,2295,1912,1328,1300,1045,886,1099,677,1098,889,1053,930,1186,817,1339,977,1303,1109,1582,1586,1831,2110,1006,1800,806,916,979,893,742,623,186,193,6,53,0,0,0,0,0,0
2022-02,경강선,1503,삼동,0,0,1003,81,2819,904,8594,1826,8963,1965,4907,848,3228,790,2422,1134,2169,1359,2181,1484,1856,1936,1740,2255,1908,3152,2787,4604,2167,6829,899,6501,621,3926,606,3712,265,2802,60,625,1,26,0,0,0,0,0,0
2022-02,경강선,1504,경기광주,0,0,1841,191,10231,1707,28357,3752,29090,6637,14652,3429,9886,3266,8985,3888,8685,4709,8164,5547,6854,6049,6450,7416,6955,10137,7474,13960,6424,26368,3267,22694,2106,13194,2070,12546,1035,7130,259,3621,0,16,0,0,0,0,0,0
2022-02,경강선,1505,초월,0,0,1029,110,4046,990,9641,3360,10466,3968,5682,1569,3477,1415,3537,1633,3691,1776,3229,2117,2735,2193,2588,2750,3230,3832,4099,4542,4020,9324,1438,7338,1103,6343,847,4556,431,3873,172,1759,2,7,0,0,0,0,0,0
2022-02,경강선,1506,곤지암,1,0,446,95,1507,1028,4654,4129,4795,4976,3223,2313,2387,2170,3246,1911,2963,2262,2533,2450,2504,2426,2608,2544,3089,2949,5441,3388,5290,4123,2243,4581,1499,2564,889,2881,408,1819,205,976,0,0,0,0,0,0,0,0
2022-02,경강선,1507,신둔도예촌,0,0,339,87,1563,312,4205,1579,3176,2326,2206,989,1938,772,1613,1037,1712,1241,1551,1144,1202,1126,1371,1424,1597,1617,2673,2347,2214,2930,890,3121,666,1925,512,2086,179,1467,61,715,0,0,0,0,0,0,0,0
2022-02,경강선,1508,이천,5,0,490,13,1829,750,5620,3676,4902,5675,3942,3550,3585,2256,3638,3191,3747,3181,3567,3344,3315,3260,3630,3515,4327,3729,4508,4391,5841,6056,2886,5007,2264,4173,1937,2430,740,3057,253,1037,0,187,0,0,0,0,0,0
2022-02,경강선,1509,부발,8,0,558,22,1686,1196,4302,3953,3378,3790,2919,1551,2484,1328,3348,1835,2704,2163,2584,1930,3380,1996,2578,2236,2870,2289,4796,3186,4223,3436,3032,4606,1649,2945,1064,2718,573,2611,173,1572,0,469,0,0,0,0,0,0
2022-02,경강선,1510,세종대왕릉,0,0,155,1,342,23,818,344,690,464,495,302,466,270,400,361,418,402,431,320,418,431,415,414,444,519,505,526,631,505,175,779,98,306,60,329,21,147,6,163,0,33,0,0,0,0,0,0
2022-02,경강선,1511,여주,7,1,689,5,2192,458,3865,1867,4190,2022,2935,2102,3249,1844,3170,2201,3190,2894,3173,2663,3306,2779,3658,2529,3715,3723,3328,3265,2381,3861,2012,4903,1328,3524,912,2130,428,2190,101,1673,0,461,0,0,0,0,0,0
2022-02,5호선,2511,방화,4,0,3665,6,7591,2860,19442,3375,19127,8238,10651,5384,8427,4753,8437,5179,8283,5819,8495,6585,7671,6824,7499,7800,7836,8692,7546,10014,7815,17187,3323,15291,2655,9295,2267,9521,1502,7821,358,3175,0,412,0,0,0,0,0,0
2022-02,5호선,2512,개화산,2,0,3074,311,5500,2509,16216,4434,15560,9975,8529,4746,6099,4107,6189,4545,6682,5352,6967,5247,6096,5915,6062,6130,6140,6951,7686,8608,9362,13303,3824,11656,2650,7427,2328,7732,1527,5882,377,2393,0,317,0,0,0,0,0,0
2022-02,5호선,2513,김포공항,2,0,275,1826,1334,6860,3678,12111,6621,14863,6674,9792,6456,9714,9044,13018,10986,13919,11506,14522,13605,13989,14796,13856,14768,13423,17769,14310,21501,13064,14429,8456,13244,3469,14186,1996,8882,1073,1692,388,1,55,0,0,0,0,0,0
2022-02,5호선,2514,송정,23,2,2666,945,5916,3477,15311,5233,16382,9870,10533,6179,8403,5370,7845,5845,8120,6794,8165,7040,7916,7416,7770,8063,8343,9184,10210,10503,10143,14941,5584,12578,4372,8282,4306,8592,2331,6752,663,2668,4,139,0,0,0,0,0,0
2022-02,5호선,2515,마곡,1,0,1798,1314,5597,4458,16896,10515,17603,37438,10056,24909,8414,10855,9149,8966,9592,9541,10445,10007,10813,9895,12649,9450,15214,10739,22340,12394,33928,19247,13486,14482,9394,7830,9352,8298,4567,6548,1028,2718,10,213,0,0,0,0,0,0
2022-02,5호선,2516,발산,2,0,2180,1985,6240,9440,19717,25335,21318,82018,13131,45480,14306,22309,17074,20441,19699,21518,20664,24301,23494,21560,27615,21805,32777,21713,45558,26486,66043,34998,28674,24120,24714,11408,30871,11739,15768,8739,2080,3152,2,301,0,0,0,0,0,0
2022-02,5호선,2517,우장산,0,0,4882,667,14523,3303,41308,7063,43529,14435,21803,10960,17028,9940,17362,10767,18869,12608,18050,14936,16006,15533,16273,18182,16304,20592,16525,25668,14202,41304,8490,34121,6496,19753,5819,20543,3976,16679,701,6229,1,377,0,0,0,0,0,0
2022-02,5호선,2518,화곡,141,4,16232,1143,29467,7952,85383,10698,112350,22623,55120,18026,34750,14050,31037,16331,32948,19483,31247,21378,27080,24775,26183,29660,27407,38914,28816,51466,28319,96642,16035,70619,12183,43748,11639,47555,7039,32664,1637,13563,1,893,0,0,0,0,0,0
2022-02,5호선,2519,까치산,160,0,18001,1347,32502,6867,92335,7858,120806,16168,59961,14602,35601,15284,32124,17182,34034,21581,32863,23254,27649,27063,25957,35199,26062,42542,24929,54772,24570,100122,14196,80028,11977,49519,11250,55737,7736,36392,2134,15387,6,641,1,1,0,0,0,0
2022-02,5호선,2520,신정(은행정),41,0,9826,531,16699,2805,48611,4884,61061,11603,28262,7527,16230,6195,13205,6584,14181,7970,13829,9054,10964,10101,10495,13654,10902,15987,12169,22334,12352,38033,6026,30489,4628,18468,4085,21054,2853,15978,686,6289,0,95,0,0,0,0,0,0
2022-02,5호선,2521,목동,3,0,5780,900,14482,4346,43266,10390,54151,22558,25282,17894,17744,12748,17312,12477,18690,14221,18384,16595,17357,16946,17169,19375,18290,24473,21047,32564,23260,61073,12557,42230,10485,23193,11632,26805,8959,18102,1324,6579,1,110,0,0,0,0,0,0
2022-02,5호선,2522,오목교(목동운동장앞),1,0,3374,1476,10063,6852,33470,19832,42200,54520,21571,43596,16552,24399,18196,23297,21608,26934,22823,27967,24058,26807,26835,25290,31906,29552,39768,39273,54761,56696,29381,36287,31880,18338,27436,21724,16960,13134,2540,5430,1,29,0,0,0,0,0,0
2022-02,5호선,2523,양평,1,0,1588,574,4641,2190,17312,6994,21863,30644,8577,11005,5816,4669,5763,4238,6359,4961,6407,5260,6111,5141,6316,5315,6739,6680,11694,9577,25201,17594,7103,13102,4571,7729,4246,9676,2526,6040,604,2509,0,25,0,0,0,0,0,0
2022-02,5호선,2524,영등포구청,0,0,755,423,1597,1819,4894,4449,7199,17167,3823,7744,2784,3565,3083,3163,3406,3136,3655,3317,3701,3376,4138,3582,4793,3607,7385,4913,15017,7812,5081,4109,3187,2635,3421,3273,2059,2234,476,823,0,1,0,0,0,0,0,0
2022-02,5호선,2525,영등포시장,2,0,1892,704,4903,3659,15417,10385,23166,29737,10558,17685,7771,12442,8652,11494,10158,12979,10855,16241,11177,13269,14255,11440,16839,11093,21111,13615,30164,22468,12298,13933,8813,8706,8757,10896,4626,7333,1105,2511,1,2,0,0,0,0,0,0
2022-02,5호선,2526,신길,47,0,1086,329,2697,1669,10105,3537,16256,10985,6094,4935,3099,2420,3235,2416,3615,2812,3667,3099,3108,3258,3282,3293,3849,4176,5845,7710,10123,13955,3290,9048,2378,6340,2965,8878,1713,5327,473,2022,0,15,0,0,0,0,0,0
2022-02,5호선,2527,여의도,3,0,1394,2342,2880,17383,6858,104266,10300,166061,8400,61233,8770,23221,13544,21661,13623,22304,17126,24338,21456,20497,27524,18938,37464,17935,101590,21101,134577,24701,53158,11383,47216,6286,42319,6758,14576,3966,2310,1590,1,594,0,0,0,0,0,0
2022-02,5호선,2528,여의나루,0,0,816,1058,1655,6808,3147,24558,6145,44935,3519,18871,3278,11358,4030,10069,5694,11397,5904,12547,8105,13636,10668,12789,14662,11691,27895,10785,39250,11066,16891,6024,18542,3696,12924,3758,5573,2362,1198,924,3,66,0,0,0,0,0,0
2022-02,5호선,2529,마포,13,0,1663,1116,5351,9669,17622,17670,24492,55393,13338,28092,10268,13031,11387,12492,11805,11506,13588,13045,13119,11647,14102,11973,17206,14677,27543,20156,46919,29571,17810,18423,17245,9890,19792,11197,7537,6904,1816,2721,0,118,0,0,0,0,0,0
2022-02,5호선,2530,공덕,5,0,1097,761,3923,4812,15190,21085,22105,56811,10767,30357,8247,12366,10165,10839,11979,10838,12459,11567,11987,10704,13116,11155,15592,12442,27818,19326,48607,30847,18420,16126,15049,8858,18908,10949,7792,6558,1516,2272,7,141,0,0,0,0,0,0
2022-02,5호선,2531,애오개,17,0,1904,357,3643,3274,12486,7079,17723,21708,8698,9994,6393,5195,6950,4759,7063,5752,7413,6295,6763,6070,7455,6671,7477,6789,10817,9915,17467,15739,5613,10587,4362,6445,4084,7877,2350,5062,577,1973,1,735,0,0,0,0,0,0
2022-02,5호선,2532,충정로(경기대입구),16,0,550,193,1553,1206,4690,7473,6744,25528,3726,11286,3073,3261,3206,2795,3517,2746,3972,3325,4215,2986,4175,2982,4643,3301,10193,4340,22391,6798,5931,4657,3877,3398,4391,4081,1875,2753,389,1197,0,118,0,0,0,0,0,0
2022-02,5호선,2533,서대문,7,1,1985,811,4107,10260,12268,44382,17656,115973,12930,33107,12037,15970,14209,13310,14273,12860,14447,16245,16019,13024,20429,11050,23278,11011,43769,13226,86082,17416,24074,11357,19070,7263,18227,9231,8007,5289,1648,2317,5,207,0,0,0,0,0,0
2022-02,5호선,2534,광화문(세종문화회관),5,0,877,755,2302,17123,6258,51142,10223,175843,8334,76592,9728,32602,14233,30825,17021,29470,22089,31313,27432,26003,33905,21797,43482,19810,72600,22781,148740,26211,53099,12064,41583,5520,46911,5616,18965,2944,3032,1248,0,81,0,0,0,0,0,0
2022-02,5호선,2535,종로3가,49,1,487,459,1279,3778,2115,9926,3197,30433,3403,25049,4584,20250,8203,21321,10545,23308,13036,23523,15674,21617,19864,18942,24335,18493,31412,18421,42691,18627,24517,8336,28184,3246,31158,3226,11501,2115,1775,970,1,111,0,0,0,0,0,0
2022-02,5호선,2536,을지로4가,1,0,267,334,563,4815,958,11293,1841,32825,1611,15073,2363,8550,3431,7581,4362,6954,5368,6901,6474,6098,7814,5112,9557,4464,17862,3592,29081,3553,11916,1674,7169,906,6571,1103,3048,685,615,283,0,20,0,0,0,0,0,0
2022-02,5호선,2537,동대문역사문화공원(DDP),0,0,95,231,327,2259,936,6622,1575,22263,1077,8186,1222,2767,1857,2256,1484,2419,1588,2576,2197,2435,2675,2016,3373,2005,8343,1981,15003,2229,5720,1455,3199,968,3226,1180,1729,747,595,320,0,27,0,0,0,0,0,0
2022-02,5호선,2538,청구,2,0,1175,153,2208,1369,5213,2957,8292,11797,5085,5423,4252,3309,4030,2985,3970,3445,4486,3590,4450,3645,4405,3887,4912,4325,6378,5233,11275,8202,6342,5841,3994,3636,3576,4397,2250,3290,662,1474,0,49,0,0,0,0,0,0
2022-02,5호선,2539,신금호,10,0,2075,361,4939,2018,14632,4528,21147,9945,11513,6175,7589,5046,7238,4981,7268,5559,7482,6418,6569,6855,6699,8000,7246,9459,7480,12211,7694,20135,5303,13922,3917,8142,3461,9659,1767,6342,551,2661,0,148,0,0,0,0,0,0
2022-02,5호선,2540,행당,26,0,3110,675,7868,1954,21648,3792,31656,7737,15286,5435,10119,4383,9093,4992,9868,6230,9123,6735,7965,7019,8128,7964,7428,10468,7765,14343,7914,24095,4750,17647,3499,9729,3578,12295,2354,7800,577,2658,1,91,0,0,0,0,0,0
2022-02,5호선,2541,왕십리(성동구청),7,0,1302,518,1782,2061,4396,4601,6857,14480,4008,6991,3789,5612,4253,5450,5069,6244,5186,7209,5584,6688,6115,6866,7063,7240,8863,9184,11592,11982,6821,6649,6304,3656,7744,4303,4032,2661,1007,1067,2,776,0,0,0,0,0,0
2022-02,5호선,2542,마장,0,0,1861,443,4266,2666,11235,4898,15293,12139,8818,5859,6112,4618,5848,4598,6458,5479,6312,5090,6210,4809,6241,5820,6538,6325,7817,8701,9761,12492,5565,8762,3714,5845,3854,6371,2029,4686,575,1983,0,39,0,0,0,0,0,0
2022-02,5호선,2543,답십리,28,0,7336,801,13558,5385,40534,10276,57503,27513,27185,13760,16606,11092,14912,10597,16540,13328,15988,13830,14852,13737,15343,15549,16543,18527,21381,25772,25073,44857,12665,32188,8854,18401,8621,21266,5346,14344,1339,5883,1,248,0,0,0,0,0,0
2022-02,5호선,2544,장한평,6,0,5399,874,12499,8748,39280,17203,54825,52794,27624,23614,16978,15155,15239,15109,17196,14897,17192,15515,16658,14812,17703,16170,22135,21354,29106,27996,48123,49473,20375,35443,11935,19731,11710,23203,5908,14868,1458,6034,2,267,0,0,0,0,0,0
2022-02,5호선,2545,군자(능동),22,1,5423,600,8725,3837,24072,5955,35573,19727,17455,13248,10593,8625,10037,8831,11015,10524,11412,11536,10470,12392,11277,13832,12418,16051,15732,24284,19770,40556,11295,26684,10487,15037,11626,17912,6229,12880,1368,5759,6,1309,0,0,0,0,0,0
2022-02,5호선,2546,아차산(어린이대공원후문),14,0,6958,1118,12374,4329,31975,8111,45954,19231,24459,14729,15834,15842,15468,14700,18270,16412,18698,16448,19120,14992,18559,18426,20765,20034,20411,27233,21127,41634,11865,31064,9262,18653,9451,19011,6526,13890,1072,5320,1,261,0,0,0,0,0,0
2022-02,5호선,2547,광나루(장신대),2,0,3903,1351,11954,5841,29356,10537,33680,21318,20476,15579,14307,14114,13880,11920,15357,12887,16779,12633,16104,12715,16094,12919,17847,15594,19101,19083,22450,29784,11463,22381,8189,13741,8466,16277,5286,10867,1000,4241,3,131,0,0,0,0,0,0
2022-02,5호선,2548,천호(풍납토성),45,0,4853,1279,8272,9479,20582,13740,27321,28326,17054,27573,15889,20947,18791,20490,21799,22513,22919,24616,24391,24888,27479,26518,31825,27847,37105,33378,40377,42256,28106,30205,28299,15416,25344,17543,12412,12196,1987,4918,20,392,0,0,1,0,0,0
2022-02,5호선,2549,강동,79,1,8298,1101,14809,8409,39406,21199,52995,38632,28455,20812,19792,14776,18676,13368,20307,15065,19717,18150,19223,17697,20049,19299,22465,20092,32582,28010,36439,42780,15845,34487,12099,21580,10707,24612,6466,18419,1507,7634,7,707,0,0,0,0,0,0
2022-02,5호선,2550,길동,1,0,3494,509,6233,3600,16213,5883,20534,14395,10787,10187,9180,7810,9410,8027,10568,8537,10316,9847,9645,10777,10306,10765,11501,12929,12258,15702,13859,20922,6778,16701,5527,9281,5663,10028,3332,6609,617,2726,5,379,0,0,0,0,0,0
2022-02,5호선,2551,굽은다리(강동구민회관앞),0,0,5154,459,10339,2161,26912,4804,29151,11643,16478,7936,11898,6114,11356,7502,11924,7838,11452,8240,10379,10049,9988,11322,9907,12978,11079,16909,11667,26976,6193,21626,4859,13258,5204,14498,3184,10665,816,3923,8,506,0,0,0,0,0,0
2022-02,5호선,2552,명일,4,0,3584,695,9361,2783,26007,4690,22922,9383,13021,8161,10557,7119,10552,7294,11218,8130,10358,8270,10023,8975,9374,12320,9829,12453,9628,16331,10009,25446,5802,23308,4676,11458,4582,12067,2684,10301,432,3335,2,395,0,0,0,0,0,0
2022-02,5호선,2553,고덕,5,0,2733,1129,7987,4743,21620,8166,17757,15267,11629,9795,10305,8339,11233,7360,11409,10488,11245,11295,11855,10497,12827,11866,13652,12336,16239,14984,12492,21003,6529,20209,5570,10187,6236,10177,4275,8708,861,2738,4,331,0,0,0,0,0,0
2022-02,5호선,2554,상일동,27,1,7225,830,21124,4442,62810,8286,40634,14355,23664,8321,17481,6937,15633,7372,16414,10503,15323,11058,13756,11777,13538,13898,15563,19147,15147,25284,14187,40200,7508,44040,5732,20654,4577,22258,2519,18872,684,7506,0,1099,0,0,0,0,0,0
2022-02,5호선,2555,둔촌동,1,0,2900,879,6697,8334,17936,8016,21036,15974,11599,9792,8587,7255,8950,7410,9715,8420,9337,9249,9181,9289,10330,10055,13939,13134,15610,15541,17049,21780,7896,16725,6359,8571,6351,9427,2886,7095,478,2556,0,2,0,0,0,0,0,0
2022-02,5호선,2556,올림픽공원(한국체대),1,0,691,741,3935,2742,7650,3744,8175,6710,5624,4152,4787,3651,4868,3310,5425,3818,5653,4723,4926,4169,6021,4219,6847,4840,7471,5477,6706,6823,3360,6170,2197,3576,1923,3710,1337,2820,255,1444,0,44,0,0,0,0,0,0
2022-02,5호선,2557,방이,0,0,1801,726,5391,3168,13745,6122,12767,19565,8372,11111,6697,6808,6715,5622,8198,7302,8072,9165,7345,8048,8021,8129,9129,9943,11612,13198,16902,17152,8100,13473,7238,6833,8737,6972,6677,4845,617,2187,0,141,0,0,0,0,0,0
2022-02,5호선,2558,오금,3,0,844,226,2279,2132,6202,5283,5793,15046,3781,5425,3060,2787,3344,2746,4056,3075,3701,3044,3651,3174,4280,3301,4727,3804,7776,4389,11670,6381,3625,4679,2667,2876,2680,3401,1634,2566,371,1188,0,115,0,0,0,0,0,0
2022-02,5호선,2559,개롱,3,0,2412,884,5797,2404,16983,5620,16280,12422,9205,7123,7334,4849,6884,5248,8526,5834,7642,6247,6590,7111,7186,7538,7744,8702,8782,11401,10534,16350,4785,15333,3632,8080,3587,8786,1542,7133,313,2499,2,287,0,0,0,0,0,0
2022-02,5호선,2560,거여,0,0,3871,522,10589,4037,30594,6684,28212,13197,14581,8197,10432,6101,9425,6140,10647,7470,10226,7575,9213,7806,9061,10195,11692,11082,12406,16308,12198,24221,5395,23826,4438,11987,4079,11948,2387,10995,423,3538,2,423,0,0,0,0,0,0
2022-02,5호선,2561,마천,11,0,4985,136,9507,2480,25161,3749,22109,8149,11586,5870,7954,5887,7409,4793,8386,6295,7928,5941,7083,6019,6601,8104,7516,9825,6758,12383,7524,19213,3244,18771,2678,9858,1978,9761,1163,9674,195,3241,2,425,0,0,0,0,0,0
2022-02,5호선,2562,강일,0,0,1430,405,4582,1889,10512,2994,12091,4663,8024,1950,5475,1968,5094,2348,4960,2795,4653,3225,3920,3531,4256,3852,5112,5196,4120,6721,4873,10890,1700,10849,1238,6507,1114,5726,852,4673,234,2492,1,20,0,0,0,0,0,0
2022-02,5호선,2563,미사,30,0,4796,467,17027,5539,49682,8372,44440,17759,22607,15170,16182,10486,16081,11770,17646,13156,16411,14346,14836,16357,17356,16414,18220,19278,19588,29397,21046,45913,11685,47434,12094,24671,14731,22958,7816,17228,2018,7828,2,1156,0,0,0,0,0,0
2022-02,5호선,2564,하남풍산,1,0,1125,93,3773,1331,7846,3720,7451,12385,4854,8092,3982,5157,3929,3518,3940,3883,4500,3959,4549,4263,5517,4491,6202,4592,7743,5886,11337,7626,4361,7389,3377,4336,3205,4197,1695,3882,383,1495,4,272,0,0,0,0,0,0
2022-02,5호선,2565,하남시청(덕풍·신장),3,0,3002,118,7233,1945,16818,3474,15153,8722,9401,5634,7972,5469,8371,5986,9103,6490,8528,6449,7866,7359,8234,9938,8717,8904,9285,11597,9794,15670,5081,15155,3666,8496,3479,7220,2060,9263,496,3011,5,570,0,0,0,0,0,0
2022-02,5호선,2566,하남검단산,10,0,2344,4,5880,1790,14804,3674,12013,6592,7901,7039,6306,7671,5977,7113,6665,7484,7580,6700,7339,6614,8514,6755,8723,8967,9163,7946,8906,11725,4491,12362,4635,7555,4800,5744,1864,6876,333,2750,0,489,0,0,0,0,0,0
2022-02,6호선,2611,응암,4,0,8306,848,18746,4328,52747,6913,68924,13815,33960,9699,21764,10196,19446,11774,20772,14135,20953,15212,17967,16623,16804,21278,17273,25412,16640,34819,17146,60456,10260,48315,7984,30333,7380,29917,4305,22212,1033,8499,1,424,0,0,0,0,0,0
2022-02,6호선,2612,역촌,1,0,1338,180,4382,1314,12748,2184,13163,6909,7299,3751,5121,3225,4578,3884,4725,4016,4622,4529,4380,4524,4228,5082,3959,6474,4015,7767,4001,13654,2169,11624,1694,6236,1480,7857,1041,4902,284,2874,0,0,0,0,0,0,0,0
2022-02,6호선,2613,불광,29,0,1193,396,2802,1891,7649,2301,9237,5280,5265,5600,4484,4228,5122,4381,5604,4666,6155,5459,6541,5438,7711,5747,7958,5922,7748,7167,7183,11283,4410,8488,3759,4620,3234,5067,1441,3524,282,1796,0,32,0,0,0,0,0,0
2022-02,6호선,2614,독바위,1,0,1673,97,3303,706,9522,1049,9747,2156,5047,2620,3314,2915,3161,2182,3409,2472,3179,2416,3029,2636,2905,3088,2826,3679,2372,4907,2009,8784,1253,8551,803,4677,720,4845,405,4046,152,1812,3,162,0,0,0,0,0,0
2022-02,6호선,2615,연신내,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,1,0,2,0,0,0,2,0,1,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02,6호선,2616,구산,1,0,3962,119,8149,1818,21330,2928,28190,5521,13882,4277,9798,3806,8982,5051,9756,5854,9004,6215,7743,6242,7897,7741,8312,9749,7355,10404,6645,17021,3957,15306,3013,7969,3081,8261,2705,6235,430,2451,1,189,0,0,0,0,0,0
2022-02,6호선,2617,새절(신사),24,0,7733,359,14833,4099,40821,4789,47831,10466,23911,7343,14997,6789,13750,7623,14248,9632,14078,10409,11966,11012,11364,14578,12669,16462,12215,22507,11291,38994,6753,32141,4838,19155,4653,20077,2888,15657,638,5677,0,1009,0,0,0,0,0,0
2022-02,6호선,2618,증산(명지대앞),9,0,5780,502,11571,3088,29417,3961,37923,7923,19896,6404,13459,5945,11703,7013,11861,7907,11775,8839,10387,10118,9699,12554,10356,15572,10017,19227,9986,33718,5334,27461,4224,15555,3854,18871,2697,12027,727,5419,1,531,0,0,0,0,0,0
2022-02,6호선,2619,디지털미디어시티,76,0,4221,2275,9666,8846,30700,19342,35737,52755,18912,19835,11822,9435,10506,8256,11471,9431,10989,9797,10373,9769,11694,11046,14537,13598,23947,19320,35664,32910,14319,25202,7827,14503,7446,16939,3809,11411,962,4499,12,606,0,0,0,0,0,0
2022-02,6호선,2620,월드컵경기장(성산),0,0,958,750,1773,1786,5597,3108,6920,6533,3667,5409,3602,5403,4623,5687,4967,6912,5764,8238,7039,8115,9200,7105,9417,6259,8163,5973,8112,8074,4057,6213,3144,3479,3055,3373,1965,1953,454,833,0,35,0,0,0,0,0,0
2022-02,6호선,2621,마포구청,7,2,4747,1320,9501,5589,27016,11017,40635,29318,24540,14038,16759,10625,15719,10209,16380,12377,15739,12944,15266,12605,15216,15059,16521,16209,20643,20101,29646,33291,12326,25171,9751,16335,10013,18368,5493,12867,1613,5906,0,26,0,0,0,0,0,0
2022-02,6호선,2622,망원,1,0,3687,614,6993,3551,19100,6660,28749,23970,17456,21429,13035,16141,13140,18718,15844,22295,16756,24167,17703,23225,19203,25278,21444,25550,24432,28639,31136,37191,20301,25079,19731,13220,20122,14275,9898,10463,2376,4884,0,0,0,0,0,0,0,0
2022-02,6호선,2623,합정,3,0,2351,967,3980,4558,8981,11770,15248,32358,10740,21203,9050,13117,10100,14808,12989,16191,14880,17991,15708,16402,17580,16806,19449,18817,24951,22295,37470,28499,23442,16957,24258,8929,31212,10598,14932,7408,2918,3595,1,34,0,0,0,0,0,0
2022-02,6호선,2624,상수,0,0,830,901,2499,2289,6129,4606,10285,16628,6373,15279,4787,11499,5493,12740,7336,14020,8651,15466,9348,14169,10466,15086,12114,17476,15720,20112,22114,22591,14843,13089,16376,6700,24285,6491,14018,4644,2676,2046,0,21,0,0,0,0,0,0
2022-02,6호선,2625,광흥창(서강),2,0,2041,1041,4918,3808,13158,10487,18783,27987,12158,13748,8797,8976,9397,6863,9892,7382,9049,7970,9094,7917,9491,8454,11048,9014,15860,11698,23956,18174,9920,13552,7153,7865,7303,9638,3695,6473,1202,2456,1,63,0,0,0,0,0,0
2022-02,6호선,2626,대흥(서강대앞),20,0,1769,616,3766,2564,10738,7852,15348,20975,9288,14745,7119,8384,7615,7556,9397,8958,9141,9927,8617,8851,9706,9279,10647,9837,15274,11462,18176,17627,9469,11690,7062,7470,7984,8640,5935,6098,1474,2751,2,88,0,0,0,0,0,0
2022-02,6호선,2627,공덕,86,0,3487,1650,5681,6989,14573,26328,20787,75269,15003,38439,12599,17348,14694,14255,16054,14607,17388,15075,17586,14823,20870,15029,23290,16221,38820,20149,66564,28281,25928,18292,21259,10795,25137,13078,10821,8451,2256,3339,6,835,0,0,0,0,0,0
2022-02,6호선,2628,효창공원앞,8,1,1826,450,3664,2538,11677,4553,18444,16337,10476,9760,7242,5705,6676,5323,7526,6069,7682,6567,7088,6366,7314,6621,9163,7891,10777,9700,16644,14608,7233,10651,4930,6755,4946,7544,2696,5431,859,2030,5,177,0,0,0,0,0,0
2022-02,6호선,2629,삼각지,5,0,883,486,2279,3279,5186,9836,9227,18256,5580,7531,4410,5067,5278,4765,6269,5545,7214,5435,7290,5043,8704,5192,9600,5413,15422,6954,18535,9880,7705,6144,6105,4714,7335,5846,4016,4460,1073,1711,2,83,0,0,0,3,0,0
2022-02,6호선,2630,녹사평(용산구청),11,0,755,240,1537,2444,3278,5874,5502,13771,3830,6827,3444,5320,3600,5151,4146,6285,4969,6626,5140,6318,5850,6558,7098,7321,9828,8092,14059,9172,7691,5610,7164,3225,10690,3673,5264,2447,974,1067,1,80,0,0,0,0,0,0
