사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2022-02,공항철도 1호선,4202,공덕,43086,58630,5479,6554
2022-02,공항철도 1호선,4203,홍대입구,227630,227706,12800,12209
2022-02,공항철도 1호선,4204,디지털미디어시티,247785,227024,18789,17471
2022-02,공항철도 1호선,4206,마곡나루(서울식물원),148947,146985,9527,9549
2022-02,공항철도 1호선,4207,김포공항,306162,152227,17068,10921
2022-02,공항철도 1호선,4208,계양,193844,183484,20397,19007
2022-02,공항철도 1호선,4209,검암,131024,129317,11592,11551
2022-02,공항철도 1호선,4210,청라국제도시,131336,123976,8241,8010
2022-02,공항철도 1호선,4211,운서,134842,138521,18607,18567
2022-02,공항철도 1호선,4212,공항화물청사,43476,46641,6902,6783
2022-02,공항철도 1호선,4213,인천공항1터미널,75615,82772,10127,10293
2022-02,공항철도 1호선,4215,인천공항2터미널,44595,44254,5837,5740
2022-02,공항철도 1호선,4217,영종,55641,55969,13638,13460
2022-02,9호선2~3단계,4126,언주,202314,207740,20867,20386
2022-02,9호선2~3단계,4127,선정릉,174966,193722,17306,17416
2022-02,9호선2~3단계,4128,삼성중앙,119629,127695,16405,16412
2022-02,9호선2~3단계,4129,봉은사,318022,327813,33846,32566
2022-02,9호선2~3단계,4130,종합운동장,78692,78565,12619,11767
2022-02,9호선2~3단계,4131,삼전,127477,124913,27121,26062
2022-02,9호선2~3단계,4132,석촌고분,110501,110568,23615,23963
2022-02,9호선2~3단계,4133,석촌,160858,143574,24938,21876
2022-02,9호선2~3단계,4134,송파나루,96852,102958,18814,19521
2022-02,9호선2~3단계,4135,한성백제,43986,40444,11833,10451
2022-02,9호선2~3단계,4136,올림픽공원(한국체대),113334,111703,18544,18424
2022-02,9호선2~3단계,4137,둔촌오륜,17733,16820,4185,4449
2022-02,9호선2~3단계,4138,중앙보훈병원,158113,136706,55769,54616
2022-02,우이신설선,4701,북한산우이,40279,35158,26184,27071
2022-02,우이신설선,4702,솔밭공원,32996,29867,20957,22100
2022-02,우이신설선,4703,4.19민주묘지,38005,36698,25752,23202
2022-02,우이신설선,4704,가오리,56379,54802,35610,36536
2022-02,우이신설선,4705,화계,46090,41925,30752,30946
2022-02,우이신설선,4706,삼양,25291,26593,20038,22215
2022-02,우이신설선,4707,삼양사거리,28899,28928,27133,27399
2022-02,우이신설선,4708,솔샘,96332,88803,28089,29697
2022-02,우이신설선,4709,북한산보국문,102746,97270,31186,32090
2022-02,우이신설선,4710,정릉,68971,62397,33588,31682
2022-02,우이신설선,4711,성신여대입구(돈암),54577,63047,21296,20638
2022-02,우이신설선,4712,보문,22928,23028,10858,11100
2022-02,우이신설선,4713,신설동,26809,27264,20639,18217
